TMEM245	-1.134466373
CUBN	-1.133284833
ATP1A1	-1.132525272
GRPR	-1.132299929
EGF	-1.131724498
SLC40A1	-1.128610784
PIK3CA	-1.127925383
PDZD8	-1.126613566
F11	-1.125646035
ITGA6	-1.125605927
NTRK2	-1.12458799
DOCK9	-1.124391723
ANKRD20A4	-1.123735368
GLP1R	-1.123698661
ZNF573	-1.123172086
GRM3	-1.122557154
ANKRD50	-1.12212963
ZNF724P	-1.121703408
FOXN3	-1.121515532
SEMA6D	-1.120576225
MPDZ	-1.120444965
SHROOM4	-1.120298636
SMG6	-1.120136234
OTOGL	-1.119610537
PHACTR2	-1.118882216
CHTF8	-1.116619675
PCDHGB7	-1.116397759
OCLN	-1.114750448
ITPR2	-1.114427777
NR1D2	-1.114426377
TBL1Y	-1.110789877
GPC6	-1.110170803
ZNF711	-1.109684309
CLIC5	-1.109508298
PIK3C2A	-1.109396011
SLC12A2	-1.108530943
RASSF9	-1.108334441
ITGA4	-1.108226259
MIB1	-1.107768443
CEBPZ	-1.107073866
PCDHGA9	-1.104824658
PRRC2B	-1.10288553
TLR7	-1.101567883
GDF7	-1.101141098
PTAR1	-1.100758426
C14orf37	-1.100669779
APC	-1.099628882
IDS	-1.099115046
EYA4	-1.098911502
L2HGDH	-1.097738652
AKAP6	-1.097717066
TEK	-1.095558686
ZFYVE9	-1.095122087
NXPE2	-1.094571319
REV3L	-1.093829274
IGF2	-1.093341181
CD109	-1.092932057
TRIP11	-1.092537579
CHM	-1.092041991
MCC	-1.091550029
DDR2	-1.090640116
COL19A1	-1.090386236
RAPGEF2	-1.090036679
CD5L	-1.089694389
ROCK1	-1.088668168
RALGAPA1	-1.08713478
BMPR2	-1.086873814
SOGA3	-1.086711633
SCAPER	-1.086333132
HBP1	-1.08542418
LRBA	-1.085254635
PCNX	-1.081774983
TCP11L2	-1.081673558
FABP4	-1.08120496
ROBO2	-1.080791407
KIT	-1.079454603
TGFBR2	-1.079127153
SLC8A3	-1.079099368
ARPP21	-1.078426647
MPEG1	-1.078354888
CDC42BPB	-1.078083946
P2RY4	-1.077527863
AKAP11	-1.077348739
GUCY1A2	-1.077093772
CDH4	-1.077082608
RPP14	-1.075288127
OSBPL8	-1.075051033
RC3H2	-1.074835843
A1CF	-1.074355532
PGM2L1	-1.073176635
EDNRB	-1.073121638
HIPK2	-1.072477019
CPED1	-1.072257383
PRR5-ARHGAP8	-1.071949842
ATP10D	-1.070485213
MYCBP2	-1.070068827
FOXO3B	-1.069708972
SNX30	-1.069340974
LMBRD2	-1.069105882
GPR34	-1.068934918
PTPN14	-1.066823599
SRGAP2B	-1.066402651
KL	-1.066374422
VPS13B	-1.066212129
BMP2K	-1.065723679
ZNF772	-1.065344934
ZC3H12C	-1.064429238
LGSN	-1.063139589
DMXL1	-1.062361522
NT5C1B	-1.062356077
CYP39A1	-1.062353887
SLC12A1	-1.061799112
ZIK1	-1.061463812
FSHR	-1.061400545
ANKRD31	-1.060791684
KCNJ3	-1.060645254
ATP11C	-1.060543108
LYZ	-1.059856624
CCDC158	-1.059693377
FRMD1	-1.057390559
HS6ST3	-1.057382222
ZC3HAV1L	-1.056850392
DCHS1	-1.056421058
PANK1	-1.055644505
TROVE2	-1.055298165
DDIT4L	-1.054952354
BPTF	-1.05378301
SCN9A	-1.053399128
HTR7	-1.053204285
ZRANB1	-1.05288543
MCM3AP	-1.052712663
PCDHA13	-1.051715037
PGAP1	-1.051559536
MACF1	-1.051503497
IREB2	-1.051204729
GPRIN3	-1.050188546
HSPA4L	-1.049780879
GCC2	-1.049575376
SLK	-1.048605889
DYNC1LI2	-1.047987753
SCIN	-1.04697256
ATRX	-1.046380763
HEG1	-1.045757009
SHE	-1.045653342
ST6GALNAC3	-1.045480264
DSG2	-1.045147581
PDGFD	-1.04513193
NEBL	-1.044894355
CPA3	-1.044026633
ITPRIPL2	-1.042423313
NR4A3	-1.042020182
PCK1	-1.041736598
SGMS2	-1.038592674
SULT1B1	-1.038254318
FBXO11	-1.038243523
VPS13C	-1.038063743
KCNA6	-1.037089319
ARHGAP42	-1.036439031
KIAA1731	-1.03626864
MAP7	-1.03616728
PDZD2	-1.035471511
ASXL3	-1.03451003
SLC35G6	-1.033748791
PJA2	-1.033085617
ARHGEF12	-1.032489687
MYRIP	-1.031819654
SDPR	-1.030874816
CLDN20	-1.030642463
ATP13A4	-1.030068835
TMTC2	-1.029268716
NCOA7	-1.028227182
MED1	-1.02808083
AFF2	-1.026800059
GHR	-1.02613069
PURA	-1.025881654
CLDN24	-1.025480425
ENPP4	-1.025013011
IL1RAPL1	-1.024568721
PPARGC1A	-1.024449297
SPTBN1	-1.023477032
PLEKHM3	-1.022645742
MED13L	-1.021738141
ATP7A	-1.021461826
NOTCH2	-1.021170818
SLC27A2	-1.020569836
CCDC141	-1.019201306
DDX60	-1.018719609
AKAP9	-1.018714949
KCTD12	-1.01835052
MAPT	-1.018054744
RAG1	-1.017682278
NPAT	-1.016765622
ZXDA	-1.016468966
ZSCAN20	-1.016381271
CD93	-1.015976981
CXXC4	-1.015353093
PCDHGC3	-1.014981054
SLCO2B1	-1.01455425
FRY	-1.013882287
SLC5A4	-1.013819024
DYNC2H1	-1.01327267
PLCL1	-1.012830354
NMBR	-1.012330802
RORA	-1.011638637
FAM65C	-1.01145775
GNAT2	-1.009984089
KLHL32	-1.009931094
MED13	-1.009537566
C1orf50	-1.009345587
CALCRL	-1.0091199
MICAL3	-1.007922079
PODXL	-1.007751436
OMD	-1.007476043
FAM198B	-1.00496944
IQGAP2	-1.004872794
MEF2A	-1.004871027
PEAK1	-1.004377199
CDC40	-1.003904625
TMED8	-1.003789289
KIAA1671	-1.003297123
BBX	-1.003283491
PRTG	-1.002396106
GPR141	-1.001681991
RASAL2	-1.001512037
AFAP1	-1.000835561
MEGF9	-1.000441898
LRRK2	-1.000111429
BHLHB9	-1
AKT3	-0.999753753
QSER1	-0.999209238
PDE7B	-0.998958136
BDP1	-0.998807656
CEP350	-0.998806724
RCAN2	-0.998783258
KIAA0226	-0.997756341
LIMCH1	-0.997528586
NOMO2	-0.997338171
LRRC70	-0.997009544
CRIM1	-0.996779369
TRAPPC10	-0.99400701
KIF5C	-0.993588011
MTF1	-0.991859015
GUCY1A3	-0.991449004
PPFIBP1	-0.991414052
DSP	-0.991357259
CD36	-0.991248362
COL4A4	-0.990227628
BRWD3	-0.990054109
ZNF460	-0.989845696
GPRASP2	-0.989646167
CHML	-0.989470756
SETBP1	-0.989017021
RDX	-0.988932379
ZNF704	-0.988551418
NBPF3	-0.988146141
JMJD7	-0.987363174
PRKG1	-0.986160259
RAPGEF5	-0.985721443
KLF11	-0.984570735
MAS1L	-0.984232684
HOOK1	-0.983149594
ITGB1	-0.982535205
IRAK3	-0.982126101
PBRM1	-0.979604603
ANK3	-0.97876277
KIAA1244	-0.978493994
CMTM4	-0.978144575
CLVS2	-0.977861023
MERTK	-0.977633012
MKL2	-0.977247283
ANGPTL3	-0.976807993
SLC6A18	-0.976195924
SLC4A4	-0.975993623
LGR4	-0.975713139
HERC1	-0.975183627
ST8SIA4	-0.97411441
TCF4	-0.972900483
ANKRD45	-0.972879329
UHRF1BP1	-0.972807278
SCGN	-0.972606989
CLEC4C	-0.972279242
DPP4	-0.972023943
UBR1	-0.971780432
PTPRG	-0.971763847
UBR5	-0.971740025
NCOA3	-0.971553861
NTRK3	-0.970842846
WDFY4	-0.970412521
MAGI3	-0.970343927
ROR1	-0.970027177
UHRF1BP1L	-0.969789535
GPR126	-0.969639443
OSBPL1A	-0.969385033
BIRC6	-0.968657412
IGSF10	-0.968372923
CA4	-0.967722473
PTGFR	-0.967096752
RANBP2	-0.966116905
SPINK9	-0.965098189
PIKFYVE	-0.964742338
SPOPL	-0.964349496
DGKH	-0.963999135
C21orf62	-0.963787663
FER	-0.963251601
CDKL1	-0.962555925
IGF2R	-0.962468163
RD3	-0.96203215
CYP7B1	-0.960954703
PGR	-0.960934947
PLEKHG1	-0.960568891
RASSF8	-0.960442118
SCD5	-0.959924104
EGFR	-0.959508241
ADAM9	-0.958585755
CLEC6A	-0.958343016
PPP1R12B	-0.958122056
IL7R	-0.957748143
PRKDC	-0.956660155
DNAH10	-0.95491211
GFOD1	-0.954858973
SLC12A6	-0.95328849
JMJD1C	-0.952897146
HELB	-0.952644684
ITGAV	-0.952446049
PLS1	-0.951598851
ZNF322	-0.950801751
PRKD3	-0.950516159
KLF12	-0.950295054
RBL2	-0.949574228
AFF3	-0.949330036
CHD9	-0.947952659
TSSK4	-0.947471605
TMEM236	-0.945580354
CDH8	-0.945005968
KITLG	-0.943972961
CLOCK	-0.941925203
MBNL3	-0.941485794
MDGA2	-0.941405346
ZNF549	-0.940909735
SETD7	-0.940857711
TFEC	-0.93943506
ACADM	-0.939129582
STRN	-0.937732685
BOD1L1	-0.937465587
WDFY3	-0.937315745
TLR4	-0.93587931
PANK3	-0.935840241
JAM3	-0.935805586
SH3BP5	-0.935745142
WDR31	-0.934985186
ALDH1L1	-0.934756576
EIF3L	-0.934477458
SOWAHB	-0.934057342
SLC24A1	-0.93301721
ARFGEF2	-0.931995398
RAPGEF4	-0.93199292
SLC2A13	-0.931192369
ATP11B	-0.931086361
RAB11FIP2	-0.930085112
ZNF518B	-0.929695854
PCDHGA4	-0.929629235
XPO4	-0.929616267
MED12L	-0.929534256
GPR116	-0.92924444
VWF	-0.928998121
KIAA2022	-0.928528245
MANEA	-0.928031171
ZNF654	-0.927906537
NIN	-0.927843527
NID2	-0.927514964
PRB3	-0.927396251
RGS5	-0.927261314
SMC2	-0.926717658
USP8	-0.926232604
KCNV1	-0.926201349
MAP2	-0.92610801
NFATC3	-0.925504861
CSNK1A1	-0.92523135
MIS18BP1	-0.925149338
BCL2	-0.924964626
SERINC5	-0.924525941
SYNE2	-0.924403614
KIDINS220	-0.924097121
MFSD6	-0.923261603
KDM5A	-0.923251894
GULP1	-0.92287507
SWAP70	-0.922487986
ANAPC1	-0.922294293
FBN1	-0.921553475
FRK	-0.921028151
SECISBP2L	-0.920656101
ACSS3	-0.919600918
NF1	-0.91955686
DOCK4	-0.918617056
FAM26D	-0.918572401
LPHN3	-0.918484617
ROCK2	-0.918478218
TAOK1	-0.917844455
LHFPL3	-0.917717626
FMO5	-0.917532971
HIPK1	-0.91699291
YLPM1	-0.916684013
PDE1C	-0.916122257
MPP7	-0.915820218
PTPRK	-0.915508555
ENPP5	-0.913372723
ALG10	-0.912881214
LDOC1L	-0.912662912
MTM1	-0.912268377
ARID5B	-0.912051843
ANKFY1	-0.911674023
ZEB1	-0.910755617
SETX	-0.910558437
EIF3A	-0.910555386
ATP8B4	-0.910341355
RASA1	-0.909995223
MAP1B	-0.909930408
TDRD6	-0.909826711
HMGCS1	-0.909533695
MID2	-0.909070254
FPR2	-0.908995184
NWD1	-0.908832312
FRAS1	-0.908830815
TIFAB	-0.908390019
TOM1L1	-0.90770641
CXCR2	-0.907147247
PLCB1	-0.9064305
FPR3	-0.906354752
SYTL4	-0.906287732
AKAP13	-0.906141063
CDC42BPA	-0.9059528
OTUD7A	-0.905881806
SASH1	-0.905676546
INADL	-0.905558672
CPD	-0.905427613
FAM63B	-0.904508476
DST	-0.904277363
USP9X	-0.904164396
NHSL2	-0.903705941
MTUS1	-0.903626578
FAM171B	-0.903198261
MAN1A2	-0.901954659
PRLR	-0.901915389
TNFSF8	-0.901834494
KAT6A	-0.901602927
ZFHX3	-0.901240957
GAB1	-0.901212756
PVRIG	-0.90112475
LRRC55	-0.901073959
KLHL4	-0.900725998
KLHL15	-0.900631444
DSEL	-0.900505709
XYLT1	-0.899786489
ROBO1	-0.899514794
LPHN2	-0.899214417
COL15A1	-0.899132007
AJAP1	-0.898796066
NT5C2	-0.898671402
RASEF	-0.898222287
SERINC1	-0.898102665
SEC24C	-0.896897604
CWH43	-0.896841817
KIF13B	-0.896757329
MPP5	-0.896123759
ETS1	-0.89572546
LRRTM2	-0.89569601
ADAMTS5	-0.894969592
TLR1	-0.894834495
NCOA2	-0.894178335
MYO5A	-0.893856896
TNKS2	-0.893670638
SLC25A30	-0.893291359
ZYG11B	-0.892565083
RHOBTB3	-0.891819625
TRIP12	-0.891471974
ATXN1L	-0.891253792
UBXN7	-0.891161171
STAG2	-0.890836795
EPB41L5	-0.890788794
SALL2	-0.890477121
PROX1	-0.890357583
FAM179B	-0.889972067
POLK	-0.88990362
FGL2	-0.889741736
DCDC2	-0.889204275
SPAG9	-0.889086984
FKTN	-0.888744396
LUZP1	-0.888693309
ARHGAP28	-0.888654733
C10orf118	-0.88826703
TP53BP1	-0.887386726
XPC	-0.887073558
SEMA3D	-0.88653193
PCM1	-0.886503787
WDR17	-0.88585834
F8	-0.885634702
ZNF813	-0.885131078
CPEB4	-0.885080468
NBPF1	-0.884874685
KIAA1462	-0.884543468
ZNF677	-0.884517704
IL17RD	-0.884356577
SMCHD1	-0.884212771
TAL2	-0.88419726
ANK1	-0.88388426
KLF7	-0.883517102
GTF3C4	-0.883344633
KIAA0825	-0.883265612
DICER1	-0.882853108
CYB5D1	-0.882838656
PLXNA2	-0.88267413
GPR75	-0.881590463
EPB41L2	-0.881566573
HDAC9	-0.881462407
STK32B	-0.881306174
ANKRD17	-0.880809317
DLAT	-0.880774375
TMEM170B	-0.880127522
AKAP12	-0.8798573
OGN	-0.879288816
KLRC4	-0.879230492
ABI3BP	-0.878962588
IL1RL1	-0.877880553
DDX21	-0.877849333
LTN1	-0.877526762
C11orf42	-0.876558148
SMG1	-0.876131209
MAN2A1	-0.876010071
GIMAP5	-0.875881218
ZNF292	-0.875585065
USP53	-0.874707525
TBC1D9	-0.874272954
MYO5B	-0.873987801
CNGA1	-0.873493665
CDYL2	-0.873283063
PARD3B	-0.873135981
ZBTB41	-0.872756219
RFPL3	-0.872748038
ASPG	-0.872367233
PTCH1	-0.871784056
IGF1R	-0.871314788
PPM1L	-0.871083508
KDM1B	-0.870919074
PRUNE2	-0.870732011
CYSLTR1	-0.870597708
PLCL2	-0.870559536
VPS13D	-0.87047774
ARHGAP18	-0.870375144
SEL1L	-0.87033487
PLXDC2	-0.870315513
PPAP2B	-0.870298553
PCCA	-0.870211993
GSTCD	-0.869818128
FRYL	-0.869481933
SESTD1	-0.869424423
CBL	-0.869096028
MEGF10	-0.868993988
DENND2C	-0.868950969
SYT11	-0.868931173
CRISPLD1	-0.868377468
ERCC6L2	-0.867922512
ZNF470	-0.86780204
LRRC4	-0.867627772
CEP68	-0.867296503
GDPD2	-0.867092417
UBR3	-0.866835333
GNPNAT1	-0.86651813
HMG20A	-0.866350898
MAML2	-0.866217374
ENPP2	-0.865977352
RSF1	-0.86566127
CNOT6L	-0.865100174
DOPEY1	-0.864996188
TNS1	-0.864677671
SLC16A10	-0.864508294
TNFSF15	-0.86437384
LANCL1	-0.864361041
NUP153	-0.863596624
TET2	-0.863440734
ADAM22	-0.863306279
DENND5B	-0.863052897
RALGAPA2	-0.862665515
SMG8	-0.862331345
NEMF	-0.862219968
SMAP1	-0.861580412
NEDD9	-0.861364864
SSTR1	-0.861323482
USO1	-0.861174762
PCDHA12	-0.861101894
ARHGAP31	-0.860869184
RIF1	-0.8604303
PM20D2	-0.859808985
STEAP4	-0.859310927
ELAVL2	-0.859088053
NEDD4	-0.858259447
OR2T10	-0.857980995
TNFRSF19	-0.85734937
IDH3A	-0.857250151
SLC1A3	-0.85699726
MAGEE2	-0.856726296
APAF1	-0.856507299
KIAA1549	-0.855995068
AFF1	-0.855231218
ABCC9	-0.854638344
ITGA1	-0.854470266
ITPR1	-0.854362009
PDE3A	-0.853698768
KIF13A	-0.853445422
SUSD1	-0.853332032
ASB17	-0.853280127
KIAA0947	-0.853201327
GALNT5	-0.852678913
NHEJ1	-0.852439652
RASGRF2	-0.851981023
CSRNP3	-0.850842329
PVRL3	-0.850685278
SPTY2D1	-0.850669718
SLC25A24	-0.850394868
DIXDC1	-0.850341693
N4BP2	-0.849785036
UNC119B	-0.849716997
DLG2	-0.848900083
USP47	-0.848896626
MBTPS2	-0.848798611
RNF38	-0.848190013
SGSM1	-0.84787822
MYH10	-0.847857165
PHF3	-0.847821998
PNMA2	-0.847648862
SPG11	-0.847455914
SCN4B	-0.847236137
CCNG1	-0.846953676
BAI3	-0.846945872
FBXW11	-0.846695335
HGF	-0.846576386
C5orf42	-0.846472969
SLC30A1	-0.846268993
CYYR1	-0.846228038
ANK2	-0.845880499
PCLO	-0.845667864
DGKB	-0.845088764
CCP110	-0.844958371
HUWE1	-0.844358414
SYNE1	-0.844351555
C1QL3	-0.844133276
CDK19	-0.844086966
ZBTB6	-0.84407257
HLF	-0.843431811
SYT9	-0.843337106
SLFN5	-0.843115961
LNX2	-0.842524951
KLHL5	-0.84244181
CDK15	-0.84200315
TANC1	-0.841883493
ZNF347	-0.841751672
GPRASP1	-0.841017743
IPO7	-0.840920948
FGF12	-0.840521786
ANKRD40	-0.840457004
SATB1	-0.840353911
FGD5	-0.840037049
PRRG3	-0.839400091
ZNF510	-0.839309331
UGT1A6	-0.839056129
DNAH7	-0.839023234
PTPRC	-0.838442083
ZNF699	-0.838187608
RNF150	-0.838090396
TET1	-0.837118853
PTGER3	-0.837060167
PDZRN3	-0.836416058
DLC1	-0.835819711
GRIA1	-0.835529429
SPRY1	-0.835261109
SLC8A1	-0.835052593
TUB	-0.834896214
PURG	-0.834523097
SDE2	-0.834112621
PEG10	-0.833605452
FNIP2	-0.833440392
BVES	-0.832985282
RUNX1T1	-0.832801203
ASAP1	-0.832619876
MPHOSPH9	-0.832453634
DIP2B	-0.832425358
SYNPO2	-0.832235678
XCR1	-0.832169944
KALRN	-0.832088307
ACAP2	-0.831914788
CCR4	-0.831723479
SCRN1	-0.831710358
INPP4B	-0.831574349
DSC2	-0.83068357
SLCO2A1	-0.829533577
GPR21	-0.829480097
PPTC7	-0.828820046
AGL	-0.828819631
DOCK2	-0.828749369
GYPA	-0.828646284
SGTB	-0.82856969
GPR155	-0.827980169
TNFSF18	-0.827648598
TEAD1	-0.827245172
PLEKHH2	-0.827206966
ELTD1	-0.827057268
LYSMD3	-0.826697357
SLITRK6	-0.826517179
HECTD1	-0.826096861
CLMN	-0.825881161
IRF6	-0.825541892
FNDC3A	-0.825530737
USP22	-0.825410059
ASCC3	-0.825219356
SYNJ2BP	-0.825193614
KDM6A	-0.825183591
HUNK	-0.825124746
SCAND3	-0.825122327
ZNF148	-0.825016522
MGA	-0.824939527
CUL3	-0.824702603
GBP4	-0.82433539
PDS5B	-0.824322726
CNR1	-0.823962608
SEMA5A	-0.823731684
LRPPRC	-0.823516852
ZNF501	-0.823042793
MGAT5	-0.823025849
B3GALT1	-0.822794136
C3orf20	-0.822671551
BAZ2B	-0.822310263
GDPD4	-0.821944097
OR2C1	-0.820245805
CRHBP	-0.819366237
PPP1R9A	-0.818714894
RNF111	-0.818009964
AGPAT9	-0.818005122
VEZF1	-0.817823262
DKK2	-0.817742691
EPG5	-0.817544627
PDE5A	-0.816867555
RPS6KA3	-0.816751974
ARHGAP8	-0.816613425
C5orf47	-0.816178772
S1PR1	-0.816115979
HIVEP1	-0.815871118
TMEM184C	-0.815736716
PHOSPHO2	-0.815412522
RABEP1	-0.815232943
SULF1	-0.814816021
IQGAP1	-0.814431282
KLF9	-0.814385523
FCHO2	-0.814294353
RAB3IP	-0.814080517
SP4	-0.814017478
TRIM2	-0.813923687
AFG3L2	-0.813826695
SLC2A12	-0.813411696
ZNF426	-0.813133109
SMC5	-0.813111792
SOS1	-0.813101217
AMD1	-0.812219412
APPL1	-0.811879769
LAMA2	-0.811595451
MECOM	-0.811408838
CLCN5	-0.810864284
CNTN1	-0.810729649
GNRHR	-0.810360538
FOSB	-0.809449346
MLLT4	-0.809116854
ASB11	-0.808858513
HEATR1	-0.808820153
NRG3	-0.808516494
SCAF11	-0.808417125
NR3C1	-0.807803884
CD209	-0.807801197
CHIC1	-0.807178217
C3orf70	-0.807041494
GMFB	-0.806050895
TGOLN2	-0.805620719
EPN2	-0.805006611
ZNF407	-0.804955446
IPPK	-0.804534213
KCNAB1	-0.804439607
STEAP2	-0.804421737
GFM2	-0.804273211
AHNAK	-0.803469065
NEK1	-0.803396607
GRM5	-0.803199293
TJP2	-0.803131882
ARHGAP32	-0.802568947
RGP1	-0.802506367
TEX15	-0.802464786
LEPR	-0.802436345
ABCA12	-0.801965693
CUL5	-0.801834338
HIPK3	-0.80137639
TTBK2	-0.801176843
TIMP3	-0.800509353
TMEM47	-0.800492216
ELF1	-0.800464151
SLC5A1	-0.800463136
IPP	-0.800122974
CDK6	-0.799930455
TRPM7	-0.799291427
POM121	-0.799147326
NOS1AP	-0.799057045
TRIM44	-0.799019818
GALC	-0.798585404
PIAS1	-0.798025483
EXOC5	-0.797957186
ARID4A	-0.797737628
NAP1L2	-0.797559538
SYNJ1	-0.797513105
ZNF697	-0.797359095
ZNF611	-0.796625205
ATP8A2	-0.796442331
GIT2	-0.796434322
ARFGEF1	-0.796036115
ZNF525	-0.795869751
MMGT1	-0.795647309
MTMR12	-0.795547437
ZNF559-ZNF177	-0.795397547
ABLIM1	-0.794568931
